,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
type_age,people_vaccinated_per_hundred_0-19,people_vaccinated_per_hundred_20-29,people_vaccinated_per_hundred_30-39,people_vaccinated_per_hundred_40-49,people_vaccinated_per_hundred_50-59,people_vaccinated_per_hundred_60-69,people_vaccinated_per_hundred_70-79,people_vaccinated_per_hundred_80+,people_fully_vaccinated_per_hundred_0-19,people_fully_vaccinated_per_hundred_20-29,people_fully_vaccinated_per_hundred_30-39,people_fully_vaccinated_per_hundred_40-49,people_fully_vaccinated_per_hundred_50-59,people_fully_vaccinated_per_hundred_60-69,people_fully_vaccinated_per_hundred_70-79,people_fully_vaccinated_per_hundred_80+,people_with_booster_per_hundred_0-19,people_with_booster_per_hundred_20-29,people_with_booster_per_hundred_30-39,people_with_booster_per_hundred_40-49,people_with_booster_per_hundred_50-59,people_with_booster_per_hundred_60-69,people_with_booster_per_hundred_70-79,people_with_booster_per_hundred_80+
2/23/21,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/26/21,0.0,0.01,0.03,0.08,0.08,0.28,0.17,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/27/21,0.0,0.04,0.07,0.19,0.2,0.49,0.36,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/28/21,0.01,0.06,0.11,0.31,0.3,0.71,0.54,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/1/21,0.01,0.07,0.14,0.39,0.38,0.99,0.7,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/2/21,0.01,0.08,0.18,0.5,0.51,1.56,1.18,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/3/21,0.01,0.1,0.22,0.61,0.64,2.03,1.6,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/4/21,0.01,0.12,0.27,0.72,0.76,2.43,1.96,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/5/21,0.01,0.14,0.31,0.83,0.89,2.82,2.32,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/6/21,0.02,0.17,0.37,0.99,1.04,3.22,2.7,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/7/21,0.02,0.21,0.43,1.13,1.17,3.49,2.96,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/8/21,0.02,0.24,0.5,1.27,1.31,3.89,3.27,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/9/21,0.02,0.27,0.57,1.41,1.46,4.22,3.52,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/10/21,0.03,0.35,0.73,1.69,1.74,4.75,3.85,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/11/21,0.04,0.41,0.86,1.93,1.97,5.25,4.18,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/12/21,0.04,0.53,1.01,2.18,2.22,5.76,4.5,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/13/21,0.06,0.66,1.17,2.45,2.45,6.13,4.79,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/14/21,0.06,0.76,1.33,2.72,2.68,6.46,5.01,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/15/21,0.07,0.87,1.5,2.97,2.92,6.91,5.3,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/16/21,0.08,1.01,1.82,3.44,3.38,7.42,5.62,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/17/21,0.09,1.16,2.19,3.96,3.89,7.87,5.93,2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/18/21,0.1,1.31,2.52,4.44,4.35,8.32,6.21,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/19/21,0.13,1.47,3.03,5.11,4.93,8.69,6.46,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/20/21,0.15,1.65,3.54,5.76,5.46,9.01,6.71,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/21/21,0.17,1.81,4.04,6.37,5.93,9.28,6.9,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/22/21,0.19,1.95,4.51,6.97,6.47,9.63,7.13,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/23/21,0.2,2.08,4.95,7.54,6.96,9.96,7.32,2.68,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/24/21,0.21,2.14,5.1,7.78,7.18,10.12,7.42,2.71,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/25/21,0.21,2.18,5.21,7.98,7.37,10.25,7.5,2.74,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/26/21,0.21,2.24,5.33,8.18,7.56,10.39,7.6,2.76,0.0,0.01,0.02,0.06,0.07,0.25,0.14,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/27/21,0.21,2.29,5.46,8.37,7.74,10.49,7.66,2.79,0.0,0.03,0.06,0.16,0.17,0.45,0.31,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/28/21,0.21,2.35,5.57,8.55,7.89,10.56,7.7,2.8,0.01,0.05,0.1,0.27,0.27,0.66,0.48,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/29/21,0.22,2.39,5.68,8.72,8.07,10.63,7.75,2.81,0.01,0.06,0.12,0.35,0.35,0.92,0.62,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/30/21,0.22,2.42,5.77,8.85,8.2,10.69,7.79,2.82,0.01,0.07,0.15,0.44,0.45,1.35,0.96,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/31/21,0.22,2.45,5.85,8.99,8.34,10.75,7.82,2.83,0.01,0.09,0.19,0.53,0.56,1.73,1.31,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4/1/21,0.22,2.49,5.93,9.12,8.48,10.8,7.86,2.84,0.01,0.1,0.23,0.63,0.68,2.14,1.66,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4/2/21,0.22,2.53,6.03,9.25,8.62,10.85,7.88,2.85,0.01,0.11,0.26,0.7,0.75,2.36,1.86,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4/3/21,0.22,2.56,6.1,9.35,8.71,10.88,7.89,2.85,0.01,0.14,0.3,0.82,0.86,2.67,2.16,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4/4/21,0.22,2.6,6.17,9.45,8.8,10.9,7.91,2.85,0.02,0.2,0.35,0.94,0.97,2.92,2.41,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4/5/21,0.23,2.65,6.36,9.68,8.97,10.96,7.94,2.86,0.03,0.28,0.46,1.12,1.14,3.36,2.74,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4/6/21,0.25,2.76,6.76,10.14,9.28,11.05,7.99,2.88,0.05,0.41,0.73,1.49,1.46,4.07,3.2,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4/7/21,0.26,2.85,7.06,10.49,9.56,11.16,8.06,2.9,0.06,0.56,1.03,1.97,1.94,4.98,3.84,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4/8/21,0.28,2.95,7.35,10.86,9.83,11.27,8.13,2.92,0.07,0.72,1.31,2.4,2.35,5.79,4.41,1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4/9/21,0.29,3.06,7.67,11.24,10.13,11.4,8.2,2.94,0.1,0.89,1.73,2.99,2.88,6.5,4.91,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4/10/21,0.3,3.17,8.07,11.7,10.46,11.51,8.27,2.96,0.13,1.08,2.18,3.62,3.4,7.1,5.39,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4/11/21,0.32,3.32,8.52,12.22,10.82,11.66,8.37,2.99,0.15,1.25,2.63,4.21,3.85,7.46,5.64,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4/12/21,0.33,3.44,8.92,12.72,11.2,11.84,8.48,3.02,0.16,1.4,3.05,4.75,4.32,7.92,5.94,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4/13/21,0.34,3.56,9.31,13.19,11.56,12.02,8.6,3.05,0.18,1.52,3.44,5.27,4.78,8.32,6.19,2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4/14/21,0.36,3.7,9.7,13.63,11.88,12.18,8.71,3.08,0.18,1.59,3.69,5.62,5.13,8.55,6.35,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4/15/21,0.37,3.84,10.07,14.06,12.19,12.35,8.82,3.12,0.18,1.66,3.88,5.92,5.44,8.78,6.5,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4/16/21,0.38,4.02,10.58,14.66,12.63,12.59,8.96,3.15,0.18,1.73,4.08,6.24,5.76,9.01,6.64,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4/17/21,0.4,4.22,11.2,15.35,13.09,12.82,9.09,3.2,0.19,1.83,4.33,6.58,6.07,9.19,6.78,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4/18/21,0.42,4.42,11.77,15.95,13.51,13.0,9.18,3.22,0.19,1.91,4.53,6.88,6.31,9.33,6.86,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4/19/21,0.43,4.6,12.25,16.51,13.93,13.21,9.31,3.26,0.19,1.95,4.68,7.12,6.57,9.52,6.99,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4/20/21,0.44,4.73,12.62,16.95,14.27,13.4,9.42,3.29,0.19,2.0,4.8,7.32,6.78,9.69,7.08,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4/21/21,0.45,4.85,12.97,17.34,14.57,13.55,9.51,3.31,0.19,2.04,4.91,7.51,6.96,9.84,7.18,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4/22/21,0.46,4.96,13.3,17.74,14.87,13.72,9.62,3.34,0.2,2.09,5.02,7.71,7.15,9.98,7.28,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4/23/21,0.48,5.12,13.69,18.2,15.2,13.89,9.72,3.37,0.2,2.14,5.14,7.91,7.35,10.13,7.37,2.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4/24/21,0.5,5.38,14.19,18.76,15.58,14.06,9.81,3.4,0.2,2.2,5.28,8.12,7.55,10.24,7.45,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4/25/21,0.51,5.6,14.55,19.12,15.83,14.16,9.86,3.41,0.2,2.27,5.41,8.33,7.73,10.32,7.49,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4/26/21,0.56,6.22,14.82,19.43,16.08,14.29,9.94,3.44,0.21,2.32,5.59,8.58,7.96,10.43,7.57,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4/27/21,0.59,6.57,15.03,19.68,16.29,14.4,10.01,3.45,0.22,2.4,5.85,8.91,8.23,10.53,7.63,2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4/28/21,0.61,6.86,15.23,19.94,16.49,14.5,10.07,3.47,0.23,2.48,6.12,9.25,8.53,10.66,7.71,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4/29/21,0.64,7.18,15.45,20.21,16.71,14.62,10.12,3.48,0.24,2.58,6.38,9.59,8.81,10.78,7.78,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4/30/21,0.68,7.58,15.83,20.66,17.05,14.78,10.19,3.5,0.25,2.7,6.75,10.05,9.18,10.93,7.86,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5/1/21,0.73,8.11,16.24,21.1,17.36,14.9,10.24,3.52,0.26,2.82,7.26,10.65,9.61,11.05,7.93,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5/2/21,0.77,8.53,16.59,21.45,17.59,14.98,10.27,3.53,0.28,2.99,7.76,11.25,10.06,11.21,8.03,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5/3/21,0.8,8.93,17.02,21.91,17.92,15.14,10.35,3.55,0.29,3.11,8.17,11.73,10.41,11.38,8.14,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5/4/21,0.82,9.25,17.42,22.35,18.22,15.27,10.42,3.57,0.3,3.22,8.5,12.14,10.72,11.53,8.24,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5/5/21,0.84,9.51,17.76,22.73,18.49,15.41,10.49,3.59,0.31,3.33,8.85,12.54,11.01,11.68,8.33,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5/6/21,0.86,9.79,18.11,23.11,18.75,15.54,10.55,3.61,0.32,3.45,9.18,12.92,11.29,11.82,8.43,2.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5/7/21,0.89,10.08,18.49,23.53,19.04,15.67,10.61,3.62,0.34,3.61,9.65,13.48,11.7,12.03,8.56,2.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5/8/21,0.93,10.44,18.9,23.94,19.31,15.77,10.66,3.64,0.35,3.8,10.25,14.15,12.17,12.25,8.69,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5/9/21,0.96,10.76,19.34,24.33,19.52,15.84,10.69,3.64,0.37,3.99,10.8,14.72,12.56,12.41,8.78,3.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5/10/21,0.98,11.05,19.67,24.7,19.78,15.98,10.76,3.66,0.38,4.15,11.24,15.22,12.92,12.59,8.89,3.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5/11/21,1.01,11.27,19.95,25.01,20.01,16.1,10.82,3.68,0.39,4.27,11.58,15.61,13.22,12.74,8.99,3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5/12/21,1.04,11.48,20.2,25.28,20.21,16.2,10.87,3.69,0.4,4.38,11.9,15.98,13.49,12.9,9.07,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5/13/21,1.06,11.7,20.44,25.53,20.39,16.3,10.92,3.71,0.41,4.49,12.21,16.35,13.77,13.05,9.17,3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5/14/21,1.1,12.0,20.74,25.88,20.64,16.41,10.97,3.72,0.42,4.62,12.58,16.83,14.11,13.23,9.27,3.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5/15/21,1.15,12.33,21.11,26.25,20.89,16.5,11.02,3.73,0.44,4.79,13.1,17.43,14.52,13.41,9.37,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5/16/21,1.19,12.64,21.45,26.57,21.09,16.57,11.05,3.74,0.45,4.94,13.48,17.83,14.79,13.52,9.42,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5/17/21,1.23,12.89,21.7,26.85,21.3,16.68,11.11,3.76,0.48,5.37,13.77,18.16,15.07,13.68,9.52,3.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5/18/21,1.27,13.13,21.96,27.15,21.53,16.79,11.17,3.78,0.5,5.6,14.0,18.44,15.31,13.82,9.6,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5/19/21,1.3,13.33,22.14,27.34,21.66,16.85,11.2,3.79,0.52,5.76,14.13,18.61,15.43,13.89,9.64,3.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5/20/21,1.34,13.54,22.34,27.57,21.85,16.95,11.26,3.8,0.54,6.01,14.37,18.9,15.67,14.03,9.71,3.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5/21/21,1.38,13.79,22.62,27.89,22.1,17.07,11.32,3.82,0.57,6.32,14.7,19.29,15.97,14.18,9.79,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5/22/21,1.44,14.1,22.96,28.25,22.36,17.18,11.36,3.83,0.63,6.85,15.11,19.75,16.3,14.31,9.86,3.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5/23/21,1.47,14.36,23.21,28.52,22.56,17.25,11.39,3.84,0.67,7.31,15.49,20.13,16.54,14.4,9.9,3.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5/24/21,1.51,14.6,23.45,28.79,22.79,17.38,11.47,3.85,0.69,7.68,15.82,20.47,16.79,14.53,9.97,3.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5/25/21,1.54,14.78,23.64,29.02,23.0,17.51,11.54,3.87,0.71,7.96,16.12,20.8,17.02,14.64,10.03,3.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5/26/21,1.57,14.99,23.83,29.25,23.21,17.63,11.61,3.89,0.73,8.19,16.39,21.1,17.25,14.76,10.09,3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5/27/21,1.6,15.22,24.06,29.52,23.46,17.77,11.69,3.91,0.75,8.44,16.67,21.41,17.48,14.87,10.14,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5/28/21,1.65,15.49,24.37,29.9,23.8,17.94,11.78,3.94,0.78,8.77,17.06,21.87,17.81,15.02,10.22,3.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5/29/21,1.71,15.91,24.81,30.41,24.21,18.13,11.87,3.96,0.82,9.21,17.54,22.34,18.12,15.13,10.26,3.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5/30/21,1.77,16.28,25.15,30.79,24.5,18.26,11.92,3.98,0.85,9.6,18.02,22.78,18.37,15.22,10.3,3.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5/31/21,1.82,16.61,25.51,31.23,24.88,18.48,12.05,4.01,0.88,9.89,18.37,23.15,18.66,15.35,10.37,3.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6/1/21,1.86,16.93,25.85,31.64,25.26,18.73,12.2,4.05,0.9,10.12,18.65,23.48,18.91,15.48,10.44,3.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6/2/21,1.91,17.23,26.17,32.06,25.65,18.98,12.34,4.09,0.92,10.33,18.9,23.78,19.13,15.6,10.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6/3/21,1.96,17.59,26.56,32.55,26.12,19.31,12.52,4.14,0.94,10.54,19.15,24.07,19.35,15.72,10.56,3.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6/4/21,2.02,18.02,27.07,33.18,26.7,19.65,12.71,4.19,0.97,10.82,19.48,24.45,19.63,15.84,10.62,3.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6/5/21,2.11,18.57,27.66,33.86,27.3,19.98,12.86,4.22,1.03,11.22,19.92,24.89,19.93,15.95,10.67,3.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6/6/21,2.18,19.05,28.15,34.39,27.74,20.2,12.94,4.24,1.06,11.54,20.29,25.25,20.14,16.03,10.7,3.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6/7/21,2.24,19.51,28.65,34.99,28.3,20.6,13.16,4.3,1.1,11.78,20.54,25.53,20.36,16.14,10.77,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6/8/21,2.29,19.89,29.07,35.52,28.83,20.97,13.38,4.36,1.12,11.96,20.73,25.76,20.54,16.24,10.82,3.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6/9/21,2.35,20.23,29.48,36.04,29.32,21.29,13.57,4.4,1.15,12.11,20.89,25.96,20.69,16.32,10.86,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6/10/21,2.41,20.64,29.96,36.61,29.89,21.64,13.77,4.46,1.17,12.3,21.09,26.18,20.86,16.42,10.91,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6/11/21,2.48,21.1,30.57,37.4,30.63,22.08,14.0,4.52,1.22,12.57,21.39,26.54,21.12,16.54,10.97,3.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6/12/21,2.56,21.66,31.22,38.2,31.37,22.47,14.16,4.55,1.28,12.95,21.78,26.95,21.42,16.65,11.03,3.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6/13/21,2.64,22.19,31.82,38.88,31.94,22.74,14.26,4.57,1.32,13.23,22.06,27.23,21.61,16.73,11.06,3.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6/14/21,2.86,22.61,32.22,39.31,32.32,22.97,14.4,4.61,1.34,13.39,22.2,27.37,21.72,16.78,11.09,3.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6/15/21,2.96,23.02,32.69,39.87,32.89,23.37,14.66,4.67,1.38,13.61,22.44,27.63,21.94,16.91,11.16,3.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6/16/21,3.05,23.4,33.12,40.4,33.41,23.76,14.91,4.74,1.41,13.78,22.59,27.8,22.09,16.99,11.2,3.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6/17/21,3.15,23.82,33.59,40.98,34.0,24.15,15.14,4.8,1.43,13.96,22.76,28.01,22.27,17.08,11.26,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6/18/21,3.31,24.28,34.2,41.74,34.7,24.57,15.38,4.86,1.47,14.2,23.03,28.33,22.53,17.23,11.33,3.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6/19/21,3.51,24.79,34.75,42.43,35.33,24.93,15.56,4.9,1.53,14.59,23.38,28.73,22.86,17.38,11.4,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6/20/21,3.67,25.27,35.19,42.91,35.74,25.14,15.65,4.93,1.58,14.92,23.66,29.03,23.09,17.47,11.44,3.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6/21/21,3.8,25.74,35.69,43.49,36.31,25.55,15.89,5.0,1.62,15.21,23.96,29.36,23.36,17.62,11.53,3.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6/22/21,3.92,26.1,36.11,44.0,36.86,25.97,16.15,5.06,1.66,15.44,24.18,29.63,23.61,17.78,11.63,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6/23/21,4.06,26.51,36.53,44.51,37.39,26.35,16.37,5.12,1.7,15.67,24.4,29.9,23.86,17.94,11.72,3.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6/24/21,4.19,27.0,37.04,45.09,37.97,26.72,16.61,5.18,1.74,15.94,24.69,30.23,24.15,18.12,11.83,3.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6/25/21,4.39,27.46,37.6,45.81,38.67,27.17,16.85,5.24,1.79,16.3,25.09,30.72,24.58,18.37,11.96,3.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6/26/21,4.6,27.94,38.1,46.41,39.23,27.5,17.02,5.29,1.88,16.82,25.63,31.34,25.1,18.63,12.08,3.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6/27/21,4.84,28.48,38.59,46.93,39.68,27.75,17.12,5.32,1.94,17.29,26.09,31.83,25.48,18.82,12.15,3.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6/28/21,4.98,28.96,39.06,47.44,40.24,28.15,17.34,5.38,1.99,17.66,26.48,32.3,25.9,19.09,12.29,3.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6/29/21,5.14,29.47,39.58,48.04,40.87,28.6,17.6,5.45,2.04,18.02,26.9,32.79,26.33,19.39,12.46,4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6/30/21,5.37,30.02,40.19,48.74,41.57,29.03,17.83,5.52,2.09,18.37,27.33,33.29,26.78,19.68,12.62,4.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7/1/21,5.64,30.66,40.77,49.33,42.11,29.34,17.98,5.56,2.13,18.65,27.61,33.6,27.04,19.84,12.71,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7/2/21,5.94,31.17,41.31,49.95,42.73,29.76,18.22,5.63,2.2,19.13,28.23,34.36,27.77,20.28,12.95,4.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7/3/21,6.13,31.63,41.75,50.45,43.22,30.08,18.37,5.68,2.29,19.71,28.88,35.12,28.43,20.64,13.1,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
